z_id,z_lat_d,z_long_d,z_land,z_water,z_pop,z_households,z_comm,z_med_inc,z_house_unit,z_comm_miles,z_comm_miles_ph,z_carb_ton_ph,z_pov,z_per_comm
54631,43.285012,-90.830887,105.382,0.082,1844,717,461,43672,996,1.3257433851000002E7,28757.991,11.942629253130844,5.6,78.3
55329,45.304542,-94.558937,50.324,1.631,2118,828,529,45938,1014,8904135.141499998,16816.119247403207,6.983404287461323,4.1,81.0
56552,46.984605,-96.204295,48.367,1.547,429,148,107,60938,199,2154003.411,20083.94788811189,8.340469386993009,4.3,74.7
56757,48.478088,-96.898134,221.464,0.521,932,450,233,53750,523,6886436.393,29555.521,12.2738278096729,1.5,82.0
59420,47.877491,-111.003826,244.71,0.125,243,97,60,86250,94,1049756.9100000001,17279.94913580247,7.176023736910121,4.0,47.1
60083,42.436403,-87.941889,26.434,0.405,9838,3675,2459,90637,3671,6.130074669449999E7,24924.068588940838,10.350476521024172,1.6,86.1
60609,41.81268,-87.656935,7.758,0.019,64906,19284,16226,32284,24656,1.46575287276E8,9033.080903213879,3.7512612143393342,27.1,55.0
61501,40.228366,-90.311915,77.616,2.73,1921,716,480,40761,900,1.380994992E7,28755.752045809473,11.94169945939761,12.0,70.8
62666,40.086111,-89.543875,30.146,0.05,616,230,154,63500,295,3608287.6004999997,23430.438964285713,9.730201452131176,1.9,77.7
63125,38.518452,-90.293514,9.933,0.787,32201,13577,8050,45901,14961,4.983594659199999E7,6190.60856395764,2.5708382386865214,10.7,81.5
64157,39.279003,-94.483504,11.037,0.02,16122,5790,4030,103200,5686,4.87092924415E7,12085.173661208288,5.018735435848508,0.9,86.6
65270,39.413639,-92.39495,114.136,0.604,17681,5897,4420,35082,7278,7.796652591E7,17638.4878479724,7.324917827333212,17.3,83.2
66040,38.354528,-94.747904,144.705,6.819,3404,1530,851,48534,2103,2.4811965165000003E7,29156.24578730905,12.10801665008484,13.4,87.2
66527,39.745394,-95.67371,40.641,0.021,267,97,66,50625,117,1852643.6845,27754.96156554307,11.526090814625295,4.7,72.6
68047,42.111188,-96.733089,126.239,0.239,1614,683,403,59125,755,7881736.375499999,19533.423483271374,8.111847406347325,8.7,77.9
68314,41.011259,-97.035931,32.648,0.279,351,252,87,41250,162,1637401.944,18659.851213675214,7.749069987660358,27.4,78.0
70528,29.939505,-91.984992,4.476,0.0,2333,911,583,51648,1001,6305306.1995,10810.640719245606,4.489446919249333,10.7,79.9
70611,30.348118,-93.2036,81.774,1.688,19256,7159,4814,66861,7533,2.4501582321000002E7,5089.651500000001,2.1136323775934587,2.3,86.1
70640,30.371931,-92.904722,1.159,0.008,301,168,75,28929,133,1044206.5125000001,13876.49850498339,5.76263748662558,21.9,78.8
71292,32.396678,-92.214764,150.829,8.178,21541,7761,5385,32449,9104,3.3238322842499997E7,6172.103958497748,2.5631536392135277,21.5,89.4
71340,31.759812,-91.80805,115.399,5.783,1710,366,427,42500,526,1.3425204946999999E7,31403.988180116958,13.041459951247639,11.6,85.1
72132,34.446273,-92.204774,60.872,1.818,3242,1299,810,48712,1394,1.3952448543500002E7,17214.61880752622,7.148893333761007,12.7,82.7
73115,35.442343,-97.441523,5.924,0.0,20541,8573,5135,41526,9190,2.5493632677E7,4964.4384746604355,2.0616338656218365,12.1,82.7
75048,32.969008,-96.580883,10.484,0.128,20328,7317,5082,89428,6972,9.03325512625E7,17775.00024842582,7.381608748026181,2.5,80.4
75124,32.326026,-95.974056,93.082,2.0,4446,1444,1111,46607,2097,2.76247811345E7,24853.604259559153,10.32121406797674,5.1,81.1
75686,32.966409,-94.952884,231.904,12.537,12985,4684,3246,38561,5900,7.70412258025E7,23732.376065460143,9.855590004380575,13.8,84.9
75770,32.158557,-95.643712,120.763,3.279,2776,1209,694,55901,1284,1.1433674984E7,16475.036,6.841759108971964,6.7,78.8
76050,32.280923,-97.16076,122.073,1.735,5875,2090,1468,63456,2300,4.4113039211E7,30034.40967557447,12.472700877889269,7.0,84.0
76085,32.853068,-97.6966,63.848,0.206,8787,3123,2196,61097,3452,5.6877012983E7,25891.43643245704,10.75220540071242,12.8,76.9
77441,29.670435,-95.922239,43.713,1.376,4809,2390,1202,142125,1897,2.2916268125000004E7,19061.1504470784,7.915721683326438,1.3,82.2
77453,29.213766,-95.999923,11.624,0.069,301,104,75,,107,2383295.602,31671.702352159467,13.152636392693516,40.8,51.1
77564,30.19127,-94.670931,52.543,0.16,1988,799,497,53531,875,1.4744684264E7,29667.372764587526,12.32027765228455,0.0,81.5
78655,29.816002,-97.835042,35.684,0.218,2739,1128,684,45543,1100,1.730792865E7,25276.27404162103,10.49674053307879,13.1,81.8
78754,30.355657,-97.644682,13.253,0.003,15036,7171,3759,53962,6492,4.12178905375E7,10965.121185820697,4.553599625158344,12.7,80.4
84024,41.007664,-111.447336,7.846,0.0,63,35,15,42344,36,385857.52749999997,24498.890634920634,10.173908461333632,0.0,100.0
85641,32.049034,-110.622932,463.411,0.0,21753,8011,5438,82808,8308,8.810716402900001E7,16201.381699811524,6.72811584888902,4.6,83.0
90040,33.994524,-118.149953,5.581,0.001,12520,3465,3130,44964,3397,2.1796518413999997E7,6963.743902236421,2.8919061709894898,14.6,78.4
90814,33.771616,-118.143631,1.355,0.0,19131,9263,4782,55116,9808,6.069319390800001E7,12690.020157440804,5.269916314914787,8.5,78.4
92372,34.447894,-117.623946,27.878,0.003,6220,2118,1555,53226,2571,3.2534088547500003E7,20922.243438906753,8.688597076708614,13.5,87.3
95683,38.511992,-121.096261,90.773,0.416,6180,2594,1545,99348,2671,2.3236379478499997E7,15039.72781779935,6.245703790503872,3.2,74.0
96121,40.167924,-120.373766,33.478,1.354,368,129,92,116302,184,2877172.304,31273.612,12.98731728242991,0.0,62.0
98225,48.754092,-122.508129,12.553,2.476,46172,19376,11543,38765,20986,1.90723869864E8,16522.903046348434,6.861637353873765,14.7,61.8
99515,61.116381,-149.890375,10.601,0.085,22441,7615,5610,95430,8282,1.4450768145E7,2575.779714807718,1.069670762873654,2.9,79.8
730,18.030831,-66.616838,6.506,0.048,35742,12582,8935,15097,16253,1.6333241212350002E8,18279.045618432097,7.5909288977105644,50.1,81.1
2184,42.205416,-71.002168,13.749,0.814,35744,13706,8936,84776,14302,1.3804177187300003E8,15447.825858661596,6.41517889747316,4.4,74.3
2909,41.821521,-71.453869,3.458,0.027,43540,14891,10885,29667,16832,2.4414530475199997E8,22429.518121451536,9.314538670342984,31.5,65.6
3845,44.095422,-71.120516,13.225,0.07,991,565,247,58007,1148,7733714.1245,31215.79868617558,12.963308547852451,11.7,81.3
4551,43.975714,-69.430661,16.465,11.385,806,375,201,60313,651,5409478.629,26846.047786600495,11.14863676072517,1.5,77.7
6489,41.614398,-72.869567,27.812,0.697,32067,12801,8016,84688,12984,1.2739305036700001E8,15890.859808151685,6.599162201637572,2.7,87.1
6856,41.111223,-73.42086,0.004,0.0,3,0,0,,0,0.0,0.0,0.0,,
7847,40.889346,-74.623879,2.148,0.176,1670,518,417,106739,655,9111188.202,21823.205274251497,9.062748844498742,9.1,77.9
8330,39.481949,-74.737379,120.447,2.292,28167,10558,7041,60058,11076,1.8448760933499998E8,26199.113762203993,10.879977757229296,10.9,81.4
8872,40.444335,-74.356884,8.947,1.213,18811,7152,4702,78167,7269,9.5496749361E7,20306.57580373186,8.432922391017058,4.5,78.1
10014,40.733698,-74.007033,0.569,0.0,31959,18786,7989,113973,21689,2.9392834529E7,3678.817801433086,1.5277408318381234,2.1,4.1
10573,41.015857,-73.677404,5.476,0.103,38352,12500,9588,67206,13662,1.6226441068349996E8,16923.69740128285,7.028079383420595,9.3,53.5
13068,42.492431,-76.359199,51.134,0.315,5368,2331,1342,65813,2281,3.0964684761E7,23073.535589418778,9.581986485194612,8.6,82.5
13659,43.738005,-75.86338,56.821,0.091,593,197,148,48646,416,4383975.086,29571.5014232715,12.280464165823078,19.3,85.9
13832,42.65813,-75.672216,27.735,0.042,709,252,177,33415,342,4524370.7979999995,25525.364163610717,10.60018277205647,25.4,74.6
14067,43.213204,-78.568403,49.5,0.107,5040,2018,1260,48246,2018,2.7942964494E7,22176.955947619048,9.209654556378062,7.5,91.4
14215,42.935317,-78.810669,4.92,0.0,39999,15959,9999,31527,18275,7778787.0435,777.898151803795,0.32304583528412745,27.6,63.7
14543,42.98368,-77.678319,25.172,0.355,3152,1238,788,81689,1261,5986589.66,7597.195000000001,3.154965979672898,3.6,88.4
15133,40.326376,-79.864408,2.978,0.064,6432,2889,1608,48634,3004,1.7802136430999998E7,11070.980367537311,4.597560865715145,6.7,83.4
15559,40.060248,-78.691065,46.57,0.787,1968,845,492,41989,937,9295885.775,18894.076778455285,7.8463392677631845,6.2,82.4
15689,40.221425,-79.49144,0.101,0.0,229,153,57,40924,111,1043354.0120000001,18224.52422707424,7.568287233925644,0.0,100.0
17061,40.566373,-76.909363,34.17,5.343,7157,2952,1789,50924,3193,3.9740408009E7,22210.651395277353,9.22364761447803,4.5,77.2
17111,40.267715,-76.787143,18.427,0.017,30714,12363,7678,65864,13097,1.2141443137849998E8,15812.259084261246,6.566520863636903,5.5,83.3
17201,39.961056,-77.656165,18.944,0.0,25293,9951,6323,44223,11323,1.6213840464949998E8,25641.62490009093,10.648463574163932,18.1,78.2
17814,41.273237,-76.363142,137.961,0.834,4860,1884,1215,50060,2752,1.94614228385E7,16017.631965843622,6.651808190675341,9.3,79.5
19067,40.206218,-74.81844,28.504,2.476,51334,19511,12833,100065,20684,2.6385589904799998E8,20559.932913702418,8.538136626358572,2.6,78.6
19390,39.836097,-75.842359,26.11,0.141,13425,4865,3356,77652,4933,5.990081971599999E7,17847.54404945996,7.411734764838818,4.2,85.3
20064,38.936353,-76.999168,0.195,0.0,1890,0,472,,1,5826481.818999999,12331.178452910051,5.120896397710824,,1.6
20912,38.981596,-77.00113,2.665,0.005,24807,9513,6201,69721,10257,8.54180237555E7,13773.213005280768,5.719745045697673,7.2,46.5
21640,39.068141,-75.820948,27.663,0.071,1632,557,408,51174,651,7880209.592499999,19314.23919730392,8.02082447413271,19.8,84.9
21653,38.750464,-76.179733,0.174,0.048,114,32,28,103000,77,900535.87,31597.749824561404,13.121925359386788,0.0,50.0
22932,38.147507,-78.696458,108.361,0.325,7488,2990,1872,73897,3129,3.04109484015E7,16245.164744391026,6.74629808800949,6.2,79.2
23125,37.324979,-76.286254,2.178,1.873,223,37,55,22639,222,1539055.6775,27606.37986547085,11.464387750674744,0.0,
23138,37.343148,-76.303706,8.383,13.619,953,154,238,,610,6496942.802,27269.434635886675,11.324461009772193,0.0,91.1
23304,36.996135,-76.572107,0.182,0.08,71,82,17,,37,253479.68,14280.545352112676,5.93043021234698,0.0,100.0
24171,36.671941,-80.239037,199.69,0.491,8250,3531,2062,34637,4362,5.77786062825E7,28013.86971272727,11.633610286776042,17.8,85.6
24352,36.709011,-80.531193,28.746,0.107,890,384,222,40357,565,6709909.4495,30156.896402247192,12.523567211531347,13.6,82.7
26541,39.695021,-80.125254,37.78,0.488,2624,1020,656,55380,1171,1.2735847618E7,19414.401856707318,8.062420060773738,0.9,93.5
28138,35.515381,-80.43876,44.378,0.068,10495,3538,2623,45248,4398,5.4228736716000006E7,20668.408467270132,8.583184394795781,9.2,81.8
28555,34.871187,-77.224973,152.828,0.845,5175,1822,1293,41297,2259,2.4445369754E7,18894.971790531403,7.846710948712738,11.0,78.2
29168,33.849319,-80.552297,113.752,1.877,3582,1183,895,27427,1526,2.2452887656999998E7,25073.018042434393,10.412332305753013,21.0,87.3
29207,34.042447,-80.845986,65.405,0.77,11592,12,2898,,10,4.15727893455E7,14345.337938405797,5.957337301804315,0.0,0.7
29649,34.238919,-82.145019,54.214,1.617,26235,9985,6558,46197,11427,1.74647100621E8,26628.107584676956,11.05813047219739,10.8,85.5
30286,32.879167,-84.330566,194.193,2.585,23490,8924,5872,34159,10550,1.5385973218E8,26200.03953682418,10.880362213259652,21.0,78.8
31832,31.95798,-84.614915,24.714,0.132,217,83,54,59375,131,1274276.3405,23488.964801843318,9.754506083830917,0.0,63.5
32092,29.936161,-81.5073,125.942,4.715,28242,10408,7060,84356,11055,1.31104579879E8,18568.73874074074,7.711232765839392,3.6,85.2
32204,30.317005,-81.680837,2.724,1.496,6906,3576,1726,37299,4215,9575524.5605,5546.205942948161,2.3032304773355285,20.8,75.1
33068,26.215954,-80.217951,5.959,0.033,49824,14478,12456,44662,17834,2.5928328636E7,2081.5935,0.8644449268457945,16.1,75.2
34453,28.874347,-82.335722,20.489,6.302,10112,4214,2528,41560,5392,5.130385496149999E7,20294.24642464398,8.427802241860332,12.6,77.1
35120,33.666813,-86.423736,67.504,0.383,13842,5172,3460,55997,5416,5.87726362135E7,16983.85672980783,7.053062371859917,11.5,85.8
35243,33.440918,-86.741508,12.136,0.18,17328,7744,4332,71042,8582,3.9692125482999995E7,9162.54050854109,3.8050232476357326,4.8,88.1
36026,32.77548,-86.130993,73.692,3.812,1089,386,272,54167,992,5615929.246,20627.83928741965,8.566336810621424,4.9,78.2
36765,32.588171,-87.522229,73.528,0.597,1294,510,323,18474,565,8041462.587,24857.68960432767,10.322910631479441,37.1,81.8
37014,35.875229,-86.632954,24.637,0.033,1855,815,463,87566,735,5435227.9045,11720.167988140161,4.867155743486058,1.5,74.9
40155,37.935748,-85.992029,0.54,0.001,947,446,236,23889,539,4083093.4739999995,17246.434948257654,7.162105952577841,36.1,83.1
41260,37.825557,-82.752825,2.543,0.015,885,333,221,31635,379,7128919.3235,32221.104287005648,13.380792233580339,14.1,68.7
43525,41.466582,-83.70445,1.137,0.0,1152,437,288,69716,424,4781243.137,16601.53867013889,6.894293185117959,1.7,93.1
45711,39.428432,-81.931976,51.114,0.226,1115,430,278,46296,583,5276552.451,18929.336147085203,7.860981791548889,3.4,85.8
47229,38.803096,-85.867725,50.023,0.029,3231,1176,807,45750,1414,1.99718765605E7,24725.319171154442,10.26793978850699,12.8,79.9
47683,38.276782,-87.376955,0.182,0.0,210,53,52,36875,84,916563.524,17458.352838095238,7.2501112930912335,3.0,94.1
47708,37.974553,-87.573574,0.554,0.002,439,199,109,18922,226,642501.2435000001,5854.225453302962,2.431144934743151,0.0,56.5
47929,40.670159,-86.91276,42.304,0.038,774,242,193,55000,335,3066451.2835,15847.293454780362,6.581069950123042,0.6,85.2
49228,41.809023,-83.875598,79.449,0.278,5545,2228,1386,52167,2363,2.4994560676E7,18030.341335256988,7.4876468900200415,9.1,87.0
50073,41.793831,-93.525213,25.963,0.068,1195,430,298,59327,465,3285845.307,10998.645379079499,4.567521564667268,9.6,86.5
51062,42.697827,-96.534968,55.784,0.044,526,215,131,50369,247,1379194.5929999999,10488.171809885931,4.3555319100213215,37.3,77.1
51534,41.046626,-95.714689,100.376,0.321,9236,3321,2309,65675,3545,3.5652005977E7,15440.453,6.412117093971964,6.4,82.9
52003,42.430701,-90.669682,56.378,2.292,13436,5424,3359,61098,5553,1.18207761445E7,3519.1355000000003,1.4614279060046733,7.3,87.2
52209,41.908987,-92.097531,36.758,0.077,1074,412,268,62273,461,5629571.116,20966.745310986968,8.7070778307823,9.0,84.2
52745,41.718602,-90.766483,28.535,0.183,633,271,158,54917,273,3205055.6135000004,20253.116041074252,8.41072160079565,0.0,96.7
54136,44.268219,-88.338535,2.068,0.156,6406,2687,1601,47008,2845,1.7183971168500002E7,10729.922677802062,4.455926300823689,5.2,82.5
54481,44.510664,-89.638254,63.775,8.796,29340,11456,7335,43462,12272,1.2929447043E8,17627.058,7.320171235794394,9.5,71.9
54485,45.402959,-89.210443,20.503,0.597,322,136,80,45000,336,2283290.6,28363.858385093168,11.778953713473038,19.1,80.5
54635,44.402903,-91.045552,85.887,0.016,1799,744,449,48500,889,1.05740018225E7,23510.84340744858,9.763591839345588,5.7,81.2
54655,43.371015,-90.759096,90.126,0.005,1778,711,444,43542,926,1.1752311479999999E7,26439.395905511807,10.979762215527265,9.6,81.8
54928,44.746498,-88.874634,10.968,0.182,450,148,112,65000,191,3154308.825,28038.30066666667,11.643755982461062,12.1,68.7
58570,46.381918,-100.887669,281.426,0.089,397,144,99,80357,168,2040262.0425,20556.796397984886,8.536834092938866,7.4,58.8
60051,42.355462,-88.228663,31.98,1.567,25192,8967,6298,74715,10202,1.5391310300599998E8,24438.409496030483,10.148791831365559,6.4,87.4
60611,41.8957,-87.613775,0.809,0.596,28718,20102,7179,87280,24211,8.7987718198E7,12255.410292917333,5.089431367904503,2.2,27.6
60637,41.781621,-87.599876,4.505,0.738,49503,18812,12375,26845,24632,1.47900047951E8,11950.794735753389,4.962930505450485,34.5,38.9
61060,42.478161,-89.621909,36.183,0.0,1432,630,358,49531,633,7683074.916999999,21461.10312011173,8.912374926562288,5.0,81.3
61424,41.076767,-89.634994,0.73,0.0,100,49,25,80417,43,409413.71249999997,16376.548499999999,6.8008591831542065,0.0,85.3
61743,40.875664,-88.781679,15.115,0.0,212,93,53,64671,95,1234377.489,23290.141301886793,9.671938586442428,0.0,84.2
62219,38.605786,-89.431899,0.606,0.0,1009,378,252,42188,426,6998936.208500001,27746.03055896928,11.522381942876637,8.9,85.4
62280,37.846636,-89.647988,52.686,1.165,444,139,111,80104,200,2648413.894,23859.58463063063,9.90841722487918,2.8,86.1
62474,39.423611,-88.000675,36.252,0.013,848,412,212,50795,391,6046318.524,28520.370396226415,11.843950079965618,9.2,79.2
62871,37.875359,-88.272861,51.066,0.11,686,310,171,38810,320,4078426.9485,23780.915151603498,9.875747334219641,5.7,87.9
62943,37.357564,-88.750384,38.156,0.355,715,183,178,39712,327,4457581.459000001,24937.518651748254,10.356062068134896,32.0,90.7
63049,38.481277,-90.530835,25.251,0.004,15896,6142,3974,59561,6429,5.1535630914500006E7,12968.201035354808,5.385439373887767,8.9,84.9
63106,38.644397,-90.208316,2.256,0.0,11883,4642,2970,13283,5865,1.5030496343999999E7,5059.495529411764,2.101109194854316,60.1,50.2
63109,38.584601,-90.294432,3.571,0.068,26946,13505,6736,52389,14884,2.9486101698E7,4377.065493653974,1.8177093944907885,5.8,83.9
66217,39.009521,-94.782287,9.379,0.419,5319,2235,1329,56479,2667,1.40885428235E7,10594.880859936078,4.399846084217381,9.1,89.1
70662,30.799561,-92.993759,21.447,0.063,411,168,102,26346,185,2881627.8465,28045.039868613138,11.64655464076472,14.2,100.0
70750,30.501282,-91.765791,128.298,4.477,1951,686,487,24362,1007,1.2457281127E7,25540.299594054333,10.606385163194435,25.8,95.3
71631,33.580025,-92.264958,123.105,0.0,673,249,168,22868,414,5154639.42,30636.787043090637,12.722856376259184,39.7,84.1
71853,33.593799,-93.938035,31.529,3.132,365,111,91,26133,189,817241.698,8956.073402739727,3.719281510754578,0.0,91.3
72928,35.291336,-93.930613,23.364,0.062,755,200,188,38750,328,2825238.15,14968.149139072848,6.215978570043945,9.1,89.2
74006,36.712435,-95.895038,88.815,0.541,25750,10762,6437,59777,11719,1.56094881184E8,24247.74853343689,10.069614075544564,7.0,84.1
74834,35.701353,-96.884595,191.379,3.618,7590,2809,1897,44594,3295,4.3335358166E7,22838.133420816866,9.484228584616801,12.5,84.4
75247,32.813576,-96.878036,6.538,0.037,468,195,117,15179,255,642933.688,5495.159726495726,2.282031985484464,0.0,31.6
75410,32.790203,-95.631982,82.251,11.833,4334,1700,1083,48412,2083,2.637671811E7,24343.994563913242,10.10958316306061,14.1,77.6
75460,33.655162,-95.605194,90.577,5.296,23592,9214,5898,30469,11186,1.7979557568E8,30484.16,12.659473360747667,23.1,80.4
75556,33.157645,-94.062427,24.023,0.043,1133,389,283,36250,488,7420905.0709999995,26199.135290379523,10.879986697458078,12.5,93.0
76259,33.198704,-97.311628,56.651,0.636,4618,1685,1154,75054,1682,2.41284220465E7,20899.456081853616,8.679133934552949,4.1,85.9
78059,29.1998,-98.842165,40.909,0.159,5387,1924,1346,55719,2017,2.4154657133E7,17935.51671282718,7.448268085368933,10.2,92.1
78144,28.952237,-97.887161,2.247,0.02,45,36,11,19688,18,332297.8175,29537.583777777778,12.266378833322952,,100.0
78203,29.4151,-98.459123,1.286,0.0,6099,1944,1524,27348,2333,7897172.8040000005,5179.323039186752,2.1508712079090033,30.9,60.5
78516,26.144539,-98.121312,38.038,0.224,33722,9769,8430,31289,11498,9.28209109185E7,11010.13118065358,4.572291392638709,35.0,83.7
79927,31.644008,-106.272524,28.311,0.272,39016,10773,9754,31791,11240,1.0444491082599999E8,10707.90555936026,4.446783023646479,28.0,77.4
80014,39.663558,-104.838067,7.059,0.0,36710,17930,9177,50809,18960,1.10496336518E8,12039.916809370745,4.999941153498964,4.9,80.6
80921,39.016197,-104.910486,87.029,0.746,18999,6992,4749,110511,6960,1.15228938466E8,24260.00072972262,10.074702172198363,2.5,75.5
83281,42.329852,-111.965452,40.923,0.188,93,78,23,,43,560943.7745,24126.61395698925,10.019309263353435,0.0,58.2
