zid,z_id,z_pop,z_house_unit,z_land,z_water,z_lat_d,z_long_d,z_lat_r,z_long_r
z72120,72120,31610,13557,50.257,0.356,34.900292,-92.241495,0.6091250053074369,-1.6099177947118868
z72121,72121,2704,1422,71.464,0.0,35.455321,-91.78614,0.6188120888014884,-1.6019703506964682
z72122,72122,927,405,104.243,1.845,34.781864,-92.787412,0.6070580467808849,-1.619445843804497
z72123,72123,450,229,0.879,0.0,35.25874,-91.235388,0.6153811031046256,-1.5923579149345244
z72125,72125,905,410,21.698,0.673,35.066154,-92.790755,0.6120198433113796,-1.6195041901613911
z72126,72126,3674,1798,202.868,3.302,34.942789,-92.916184,0.6098667178796568,-1.6216933391888748
z72127,72127,2149,983,53.083,1.361,35.173287,-92.606244,0.6138896668989188,-1.6162838657052438
z72128,72128,814,331,22.506,0.044,34.31307,-92.621432,0.5988760479672908,-1.6165489463120366
z72129,72129,1409,608,47.964,0.069,34.325635,-92.542736,0.5990953485878037,-1.6151754420038873
z72130,72130,560,247,32.617,0.468,35.661399,-92.056438,0.6224088284174134,-1.606687940758024
z72131,72131,4631,2383,130.866,6.688,35.41589,-92.187763,0.6181238880241345,-1.6089799943982053
z72132,72132,3242,1394,60.872,1.818,34.446273,-92.204774,0.6012008788908246,-1.609276892357262
z72134,72134,315,145,48.498,1.498,34.617709,-91.350619,0.6041930015472736,-1.5943690752848896
z72135,72135,2623,1142,71.003,13.841,34.877841,-92.5401,0.6087331614370715,-1.6151294351248044
z72136,72136,1772,752,51.205,0.172,35.241599,-92.005774,0.6150819362175411,-1.6058036871457932
z72137,72137,2555,1091,68.193,0.044,35.335706,-92.037221,0.6167244132167155,-1.6063525408356678
z72139,72139,216,104,0.414,0.0,35.361003,-91.507798,0.6171659291575924,-1.597112366349882
z72140,72140,305,207,19.139,0.297,34.362455,-91.167189,0.5997379788183881,-1.5911676178379568
z72141,72141,625,373,83.674,0.356,35.513306,-92.672187,0.6198241179682573,-1.6174347881738864
z72142,72142,2499,1104,104.039,7.122,34.692358,-92.054865,0.605495872380595,-1.60666048672889
z72143,72143,35169,14381,304.626,2.325,35.232983,-91.736474,0.6149315586491892,-1.6011035154701725
z72149,72149,0,0,0.011,0.0,35.249093,-91.726214,0.6152127311916856,-1.600924444688918
z72150,72150,12006,5171,293.448,0.455,34.313365,-92.394063,0.598881196688584,-1.6125806086450694
z72152,72152,429,262,73.444,3.31,34.356114,-91.979332,0.5996273074905191,-1.6053421871849811
z72153,72153,2572,1465,84.478,3.766,35.646118,-92.32628,0.6221421246544161,-1.6113975721181901
z72156,72156,639,285,25.645,0.32,35.281036,-92.685033,0.6157702417146501,-1.6176589931695975
z72157,72157,1607,741,51.099,0.012,35.271247,-92.556658,0.6155993914341724,-1.61541842674235
z72160,72160,10736,5137,336.035,18.854,34.427743,-91.528699,0.6008774693804301,-1.5974771576168414
z72165,72165,111,53,5.056,0.0,35.575447,-91.457962,0.620908683018739,-1.596242564063858
z72166,72166,260,238,101.895,7.807,34.058494,-91.233567,0.5944328585707336,-1.5923261324888454
z72167,72167,1719,702,44.818,0.027,34.417804,-92.647499,0.6007040011060744,-1.6170039012881539
z72168,72168,1834,226,45.192,0.895,34.440061,-91.971787,0.6010924590376908,-1.6052105020929182
z72169,72169,203,91,11.467,0.0,35.396488,-91.226561,0.6177852592426626,-1.592203854721451
z72170,72170,202,104,9.272,0.062,34.586,-91.417505,0.6036395750947587,-1.595536456208379
z72173,72173,9078,3449,95.845,0.229,35.100101,-92.211144,0.6126123302325542,-1.609388069830614
z72175,72175,354,190,45.624,0.983,34.336715,-91.76404,0.5992887310689247,-1.6015846329317773
z72176,72176,8141,3260,79.33,0.218,35.002357,-91.835241,0.6109063756084849,-1.6028273248124896
z72179,72179,450,237,23.379,0.0,35.503585,-91.855553,0.619654454511671,-1.6031818360901549
z72181,72181,62,21,1.259,0.0,35.162396,-92.445162,0.613699583090084,-1.6134724544395462
z72201,72201,1024,902,1.21,0.123,34.746905,-92.280049,0.6064478971276803,-1.6105906889517008
z72202,72202,9978,6311,8.677,1.357,34.730509,-92.233147,0.6061617329435233,-1.6097720946259302
z72204,72204,32505,13800,15.452,0.226,34.717617,-92.358338,0.6059367250963561,-1.6119570897697948
z72205,72205,23000,12159,7.816,0.039,34.750326,-92.351206,0.606507604841391,-1.6118326128875426
z72206,72206,25624,11394,114.118,5.901,34.632496,-92.234986,0.6044510833837662,-1.6098041912308747
z72207,72207,10344,5461,3.055,0.001,34.773531,-92.346499,0.6069126084943163,-1.611750460239651
z72209,72209,32376,13437,16.481,0.346,34.676378,-92.345074,0.6052169687661263,-1.6117255892978102
z72210,72210,14258,6389,50.557,0.626,34.7139,-92.50845,0.6058718512080596,-1.614577038416548
z72211,72211,21288,10503,7.526,0.065,34.750556,-92.417622,0.6065116190986706,-1.6129917907635467
z72212,72212,12705,5329,6.62,0.03,34.785888,-92.415028,0.6071282788299852,-1.6129465169227504
z72223,72223,19890,8435,59.901,1.939,34.788813,-92.511369,0.6071793297106061,-1.614627984577414
z72227,72227,11462,5879,3.771,0.202,34.775283,-92.374573,0.6069431866628112,-1.6122404439738558
z72301,72301,26069,10892,18.888,0.08,35.144685,-90.189236,0.6133904678262634,-1.5740991180582005
z72311,72311,135,71,1.021,0.0,34.723828,-90.891487,0.6060451274961975,-1.586355710183623
z72315,72315,23966,10850,251.878,8.718,35.902592,-89.903372,0.626618440400176,-1.5691098500452796
z72320,72320,1847,85,53.156,4.981,34.823642,-90.523669,0.6077872104357832,-1.579936075035523
z72321,72321,154,70,1.381,0.0,35.815941,-89.944581,0.6251060951500303,-1.5698290827767338
z72322,72322,195,80,1.944,0.0,35.064935,-90.822094,0.6119985677477978,-1.585144573855787
z72324,72324,1978,885,126.41,0.279,35.390418,-90.786566,0.6176793177570665,-1.5845244932791382
z72325,72325,43,21,5.641,0.0,35.322096,-90.24596,0.616486873905519,-1.5750891386231018
z72326,72326,2267,1055,83.221,0.589,35.11711,-90.910607,0.6129091932850258,-1.5866894171366044
z72327,72327,1732,794,102.016,0.556,35.233284,-90.331957,0.6149368120902376,-1.5765900694199393
z72328,72328,64,44,54.072,0.896,33.986204,-91.091192,0.5931711600544669,-1.5898412199663188
z72329,72329,80,42,13.713,0.0,35.614568,-89.988074,0.6215914732754119,-1.5705881788283036
z72330,72330,756,294,41.046,0.0,35.587784,-90.210299,0.6211240042885576,-1.5744667367585483
z72331,72331,3184,1378,143.028,0.844,35.281139,-90.466262,0.6157720394037797,-1.5789341338718301
z72332,72332,104,32,0.066,0.0,35.10195,-90.308837,0.6126446013704236,-1.576186549296878
z72333,72333,667,317,62.122,3.953,34.302008,-90.866645,0.598682979645435,-1.585922135490843
z72335,72335,20121,7086,159.383,2.795,34.994363,-90.745988,0.6107668539880804,-1.5838162735752639
z72338,72338,52,20,28.711,2.318,35.413944,-90.147781,0.6180899239168908,-1.5733755918167862
z72339,72339,204,90,7.139,0.0,35.422012,-90.268104,0.6182307370809417,-1.5754756243326633
z72340,72340,90,35,8.119,0.035,34.93932,-91.027828,0.6098061724079052,-1.5887353095390848
z72341,72341,222,114,20.258,0.03,34.883947,-90.753835,0.6088397312411984,-1.583953229561668
z72342,72342,5532,2708,89.28,4.073,34.448956,-90.684489,0.6012477060746557,-1.58274291353858
z72346,72346,697,342,82.077,0.468,35.082327,-90.484497,0.6123021154113047,-1.5792523946609316
z72347,72347,711,353,94.634,0.031,35.377743,-91.014418,0.6174580972743763,-1.5885012608863924
z72348,72348,2594,1479,164.079,14.787,34.941736,-90.417877,0.6098483395626333,-1.578089656313253
z72350,72350,1226,559,77.467,1.14,35.499753,-90.129287,0.6195875734947346,-1.5730528106249226
z72351,72351,835,348,6.562,0.0,35.673714,-90.096329,0.6226237657147964,-1.57247758501005
z72353,72353,114,53,32.476,0.947,34.300515,-91.007283,0.5986569218797028,-1.5883767316442625
z72354,72354,2470,1107,50.396,0.019,35.618852,-90.319289,0.6216662431805673,-1.5763689711102968
z72355,72355,2768,1259,104.402,0.027,34.474201,-90.797703,0.6016883144443217,-1.584718870597933
z72358,72358,1690,616,59.067,2.016,35.792191,-89.890811,0.6246915794526818,-1.5688906192379364
z72359,72359,430,201,2.11,0.063,35.026355,-90.722124,0.6113252197223785,-1.5833997682025682
z72360,72360,6466,3165,324.421,6.936,34.749251,-90.780746,0.606488842551932,-1.584422915116672
z72364,72364,15831,6323,72.523,2.46,35.217536,-90.189224,0.6146619576396337,-1.57409890861869
z72365,72365,3146,1432,51.214,0.565,35.520899,-90.450066,0.6199566408183612,-1.5786514603461776
z72366,72366,2543,1244,146.29,0.123,34.518108,-90.96086,0.6024546361589947,-1.587566497445609
z72367,72367,108,79,69.587,7.928,34.197327,-90.943901,0.5968559515311549,-1.5872705070577635
z72368,72368,1228,644,141.526,0.608,34.810402,-91.023371,0.6075561288428192,-1.5886575202143232
z72370,72370,8606,3717,113.149,0.148,35.714403,-90.027711,0.6233339227341403,-1.5712799749839166
z72372,72372,1945,904,126.127,0.142,34.96759,-90.950562,0.610299576987444,-1.587386763439239
z72373,72373,1329,680,112.695,2.405,35.308676,-90.594228,0.6162526507199013,-1.5811675619024372
z72374,72374,876,383,41.96,0.065,34.566337,-90.833499,0.6032963910039391,-1.5853436286569769
z72376,72376,1977,849,85.674,3.342,35.087232,-90.29975,0.6123877238111151,-1.5760279512277497
z72377,72377,36,25,0.772,0.015,35.692845,-90.335954,0.6229576646539954,-1.5766598302301416
z72379,72379,50,47,87.142,14.951,34.05478,-91.041036,0.5943680370423146,-1.5889658326266884
z72383,72383,53,31,5.137,0.0,34.491055,-91.039621,0.6019824722364528,-1.5889411362177723
z72384,72384,953,447,92.46,3.32,35.37583,-90.219459,0.6174247091257856,-1.574626608918031
z72386,72386,1777,820,117.047,0.835,35.45024,-90.365994,0.6187234086221945,-1.5771841271374407
z72389,72389,204,114,56.895,0.108,34.371344,-90.912075,0.5998931211355979,-1.586715038570024
z72390,72390,9107,4052,36.714,0.426,34.551045,-90.67941,0.6030294952547243,-1.5826542682658713
z72392,72392,481,249,47.013,0.512,34.96728,-91.096575,0.6102941664667628,-1.5899351710399534
z72394,72394,625,311,82.369,1.802,35.060029,-90.61402,0.611912941894695,-1.5815129974679922
z72395,72395,1017,451,24.222,0.006,35.593114,-90.079509,0.6212170303376889,-1.572184020629865
z72396,72396,13734,5890,267.714,3.042,35.229931,-90.82373,0.6148782912004184,-1.5851731274423495
z72401,72401,53767,22765,117.219,1.241,35.886339,-90.656776,0.6263347720368494,-1.5822592304429748
z72404,72404,23482,9636,126.028,0.574,35.773928,-90.77883,0.62437282997139,-1.584389474608204
z72410,72410,498,238,69.448,0.779,35.940746,-91.094667,0.6272843533229818,-1.5899018701578254
z72411,72411,2294,973,38.388,0.058,35.74509,-90.575507,0.6238695119216998,-1.5808408188131715
z72412,72412,633,290,62.733,0.0,36.124168,-90.694378,0.6304856711435749,-1.5829155091483096
z72413,72413,598,309,37.477,0.819,36.30183,-90.822219,0.6335864579992532,-1.585146755517352
z72414,72414,443,194,17.272,0.358,35.824609,-90.374049,0.6252573802895933,-1.5773247134086887
z72415,72415,1346,603,37.989,0.544,36.126736,-91.174948,0.6305304911987661,-1.591303037934619
z72416,72416,5783,2372,92.936,0.26,35.963977,-90.795722,0.6276898107615128,-1.5846842956254508
z72417,72417,3568,1491,45.736,0.128,35.916276,-90.539526,0.626857271255019,-1.5802128318950113
z72419,72419,1748,809,50.873,0.435,35.749599,-90.35355,0.6239482088176723,-1.5769669383653224
z72421,72421,554,265,75.96,0.544,35.785321,-90.971951,0.6245716753330698,-1.5877600719129479
z72422,72422,4979,2427,175.322,0.559,36.42643,-90.527118,0.6357611382472381,-1.5799962714414242
z72424,72424,94,45,1.368,0.0,36.390527,-90.736363,0.6351345126858945,-1.5836482856347596
z72425,72425,446,210,69.732,0.117,36.215476,-90.732294,0.632079296376986,-1.583577268187496
z72426,72426,196,94,0.891,0.005,35.868207,-90.041639,0.6260183089368777,-1.5715230644421345
z72427,72427,174,95,15.547,0.0,35.867056,-90.935772,0.6259982201971872,-1.5871286292428688
z72428,72428,95,48,6.316,0.0,35.739351,-90.224596,0.6237693474759279,-1.5747162664817058
z72429,72429,427,223,76.984,0.001,35.49138,-90.925826,0.619441437076465,-1.5869550387954656
z72430,72430,411,211,26.386,0.0,36.334529,-90.171274,0.6341571632113627,-1.5737856220179571
z72431,72431,401,204,6.083,0.063,35.632571,-91.079409,0.6219056849006483,-1.589635567820556
z72432,72432,6462,2780,158.679,0.983,35.551768,-90.719944,0.6204954065051594,-1.5833617200248746
z72433,72433,3067,1371,55.998,0.549,36.025741,-91.047639,0.6287677959207144,-1.5890810767171974
z72434,72434,2108,1028,85.229,0.17,36.217536,-91.156352,0.632115250159577,-1.5909784765069181
z72435,72435,505,252,72.998,0.433,36.315759,-90.5791,0.6338295649107634,-1.5809035284931956
z72436,72436,942,402,29.094,0.05,36.237337,-90.484839,0.6324608428047643,-1.579258363686973
z72437,72437,3272,1419,106.505,2.13,35.848382,-90.458281,0.6256722974126699,-1.5787948391442286
z72438,72438,2574,1115,55.808,0.0,35.949108,-90.217756,0.6274302977550337,-1.574596885960869
z72440,72440,255,135,5.958,0.0,36.005556,-91.227055,0.6284155012111994,-1.5922124766479555
z72441,72441,94,54,0.26,0.0,36.436953,-90.385317,0.6359447992444254,-1.5775213771088035
z72442,72442,4886,2065,112.466,0.05,35.818572,-90.186693,0.6251520147626505,-1.5740547343353224
z72443,72443,2986,1273,58.543,0.031,36.17577,-90.411414,0.631386295944189,-1.5779768556836964
z72444,72444,1821,892,96.263,0.504,36.428649,-90.852789,0.6357998671033398,-1.5856803026696864
z72445,72445,91,47,0.45,0.0,35.976503,-91.026627,0.6279084307036176,-1.5887143481347685
z72447,72447,1964,888,55.865,0.291,35.910876,-90.327485,0.6267630234754112,-1.5765120182957904
z72449,72449,213,102,2.868,0.0,36.177465,-90.819634,0.6314158792750103,-1.5851016387561876
z72450,72450,36033,15267,287.007,1.116,36.079546,-90.51644,0.62970687032475,-1.579809905183896
z72453,72453,198,190,27.908,0.0,36.294577,-90.707988,0.633459869268606,-1.5831530484595062
z72454,72454,5127,2559,101.758,0.283,36.406767,-90.202573,0.6354179541564184,-1.574331892620539
z72455,72455,12518,5804,283.417,1.974,36.319716,-91.029353,0.6338986275892647,-1.5887619258101777
z72456,72456,585,289,46.317,0.109,36.447254,-90.338356,0.6361245856106733,-1.5767017530387744
z72457,72457,132,71,0.197,0.0,36.088891,-91.068221,0.6298699713433488,-1.5894403003838429
z72458,72458,755,396,26.108,1.24,36.072601,-91.158549,0.629585657208199,-1.5910168213905842
z72459,72459,1329,784,99.438,0.258,36.292523,-91.29299,0.63342402020577,-1.5933632594902583
z72460,72460,832,423,59.765,0.034,36.349823,-91.169303,0.6344240938671627,-1.5912045140983437
z72461,72461,3789,1839,181.327,0.226,36.264943,-90.285306,0.6329426583980701,-1.5757758558705917
z72462,72462,408,204,6.033,0.341,36.389116,-90.759335,0.635109886090149,-1.5840492226705276
z72464,72464,98,51,0.129,0.0,36.457748,-90.144108,0.6363077404623777,-1.5733114858733608
z72466,72466,1481,758,123.457,0.267,36.053793,-91.330727,0.629257395682484,-1.5940218943900832
z72467,72467,303,0,0.033,0.0,35.841039,-90.675602,0.625544137885696,-1.5825878061279552
z72469,72469,1124,547,76.871,0.972,35.951943,-91.288951,0.6274797778393277,-1.59329276564177
z72470,72470,319,157,33.686,0.361,36.470822,-90.702257,0.6365359248087834,-1.5830530236400744
z72471,72471,1108,526,84.034,0.709,35.827874,-91.110148,0.6253143652896709,-1.5901720645793265
z72472,72472,9447,4130,176.104,1.319,35.596449,-90.534178,0.621275237068243,-1.5801194916866148
z72473,72473,2376,1085,57.769,0.137,35.738259,-91.171319,0.6237502884804962,-1.5912396999360638
z72476,72476,7155,3074,199.669,0.337,36.049514,-90.919912,0.6291827130437911,-1.5868518200235027
z72478,72478,390,175,51.044,0.054,36.447888,-91.059874,0.636135650998131,-1.5892946177511789
z72479,72479,1489,743,196.17,2.193,35.633662,-90.905465,0.6219247264427876,-1.586599672306467
z72482,72482,1241,954,68.714,0.401,36.276702,-91.366309,0.633147891664812,-1.5946429174445278
z72501,72501,25099,11042,303.527,3.517,35.791171,-91.653381,0.6246737770943114,-1.5996532690348126
z72512,72512,2234,1410,21.862,1.288,36.220421,-91.746312,0.6321656029084971,-1.6012752209619838
z72513,72513,2856,1300,94.326,0.015,36.226285,-91.658306,0.6322679490158339,-1.5997392265004735
z72515,72515,63,36,9.76,0.0,36.276377,-92.056433,0.6331422193447429,-1.606687853491561
z72517,72517,487,248,34.274,0.0,36.132313,-91.973272,0.6306278282111499,-1.6052364202323102
z72519,72519,3150,1478,148.801,3.831,36.13407,-92.180271,0.6306584936461075,-1.6088492343306462
z72520,72520,309,149,25.501,0.0,36.3909,-91.720193,0.6351410227640044,-1.6008193584146553
z72521,72521,4814,2140,125.58,0.113,35.949672,-91.541118,0.6274401414120149,-1.5976939100566465
z72522,72522,405,150,5.875,0.0,35.810884,-91.470426,0.6250178338497571,-1.5964601019018265
z72523,72523,1091,521,39.895,0.02,35.628072,-91.844162,0.6218271625376013,-1.6029830256350603
z72524,72524,376,184,56.095,0.832,35.835033,-91.299239,0.6254393134108212,-1.5934723251152152
z72526,72526,154,90,5.549,0.0,35.883198,-91.779304,0.6262799512450442,-1.6018510399888017
z72527,72527,583,252,3.963,0.0,35.73986,-91.684967,0.6237782312018205,-1.6002045487323477
z72528,72528,65,38,3.998,0.0,36.227487,-92.138311,0.632288927873443,-1.6081168941765092
z72529,72529,4726,2985,19.61,0.877,36.292323,-91.564285,0.633420529547266,-1.5980982504844559
z72530,72530,1987,1303,111.714,6.587,35.603916,-91.94472,0.6214055608034894,-1.6047380938242808
z72531,72531,800,825,57.259,7.22,36.329984,-92.144212,0.6340778379968596,-1.6082198860556691
z72532,72532,1712,919,103.739,0.067,36.104385,-91.599911,0.6301403926576529,-1.5987200414837717
z72533,72533,416,236,42.987,0.007,35.978576,-92.246613,0.6279446113790113,-1.610007120663004
z72534,72534,1320,578,61.835,0.016,35.601037,-91.744389,0.6213553127743244,-1.601241658280468
z72536,72536,429,239,25.399,0.002,36.142308,-91.76834,0.6308022738698866,-1.6016596820896127
z72537,72537,805,583,28.658,4.346,36.446131,-92.222556,0.6361049855631734,-1.6095872468048515
z72538,72538,432,224,46.553,0.0,36.445552,-92.100286,0.6360948801068044,-1.607453232728438
z72539,72539,253,133,16.51,0.0,36.33214,-91.711144,0.6341154672955326,-1.6006614235706424
z72540,72540,149,109,18.534,0.307,35.919706,-91.910048,0.6269171360483623,-1.6041329532660291
z72542,72542,3826,2470,158.614,0.86,36.299525,-91.467533,0.6335462281599946,-1.5964096095265663
z72543,72543,12535,6956,113.319,7.693,35.450539,-91.987292,0.618728627156658,-1.6054811153934394
z72544,72544,636,792,27.608,3.363,36.403465,-92.188339,0.6353603233845175,-1.6089900474946968
z72546,72546,181,102,3.882,0.0,35.578882,-91.941061,0.6209686350785452,-1.6046742322269503
z72550,72550,985,449,46.034,0.629,35.710126,-91.783974,0.6232592750020327,-1.60193254686487
z72553,72553,69,34,0.35,0.0,35.7005,-91.48084,0.6230912696082356,-1.5966418604901293
z72554,72554,2923,1835,154.154,0.355,36.438698,-91.562211,0.6359752552398727,-1.59806205235577
z72555,72555,182,108,13.369,0.426,35.781172,-91.877982,0.6244992616224044,-1.6035732959880848
z72556,72556,3375,1808,153.714,0.487,36.013876,-91.970013,0.6285607126049655,-1.6051795399519875
z72560,72560,8754,4886,326.04,2.177,35.851011,-92.094066,0.6257181821187048,-1.607344673248964
z72561,72561,981,484,51.102,0.109,35.948021,-91.808538,0.6274113260260644,-1.60236126954233
z72562,72562,2238,1041,82.515,1.601,35.735469,-91.401119,0.6237015937943655,-1.595250466557147
z72564,72564,546,241,29.478,0.263,35.59588,-91.456611,0.6212653061447991,-1.5962189846656638
z72565,72565,999,482,38.267,0.011,36.217416,-91.912766,0.6321131557644747,-1.6041803913150985
z72566,72566,624,318,47.013,0.0,36.21676,-92.078015,0.6321017064045815,-1.6070645304507263
z72567,72567,262,143,11.568,0.0,35.814568,-91.925955,0.6250821317794005,-1.604410582790144
z72568,72568,1662,735,46.557,0.0,35.569396,-91.624998,0.6208030731457009,-1.5991578922332195
z72569,72569,468,256,41.51,0.0,36.146178,-91.399363,0.6308698181119389,-1.5952198185754818
z72571,72571,369,150,18.459,0.165,35.631477,-91.537156,0.6218865909986315,-1.5976247601116824
z72572,72572,228,101,14.21,0.0,35.899142,-91.291045,0.6265582265409821,-1.5933293128363066
z72573,72573,278,138,14.744,0.027,36.076165,-91.797364,0.6296478607427402,-1.602166246451712
z72576,72576,3868,1943,159.836,0.115,36.348536,-91.856033,0.6344016314796896,-1.6031902136705645
z72577,72577,700,341,42.129,0.0,36.027133,-91.713924,0.6287920909039022,-1.600709943723848
z72578,72578,212,102,21.407,0.0,36.453153,-91.886354,0.6362275425832485,-1.6037194149530616
z72579,72579,1287,552,37.71,0.022,35.848827,-91.449196,0.6256800641278413,-1.5960895685016285
z72581,72581,1030,679,11.035,1.406,35.550954,-91.989243,0.6204811995250481,-1.6055151667671461
z72583,72583,1679,816,99.047,0.162,36.414776,-91.99411,0.6355577375762107,-1.6056001119418408
z72584,72584,568,281,31.783,0.0,36.140997,-91.843699,0.630779392603393,-1.6029749447606236
z72585,72585,216,113,22.482,0.0,36.183223,-92.008137,0.6315163753333402,-1.6058449292760182
z72587,72587,134,77,10.427,0.0,36.225589,-91.816758,0.6322558015242401,-1.6025047356068436
z72601,72601,30163,13468,369.167,0.612,36.238029,-93.08597,0.6324729204831882,-1.624656663912666
z72611,72611,1696,739,76.36,0.204,36.244796,-93.330718,0.6325910269136706,-1.6289283223503372
z72616,72616,10441,4466,209.741,0.186,36.330648,-93.555323,0.6340894269830928,-1.632848419116779
z72617,72617,198,123,37.697,0.021,36.022871,-92.39053,0.6287177049711823,-1.6125189461625966
z72619,72619,1936,1203,4.645,2.158,36.373473,-92.591631,0.6348368642352593,-1.6160288207416498
z72623,72623,648,323,25.134,2.901,36.455556,-92.308496,0.6362694828451739,-1.6110871827640156
z72624,72624,594,337,68.067,0.083,36.057715,-93.381785,0.6293258474957472,-1.6298196096394528
z72626,72626,1243,770,5.64,0.464,36.322222,-92.551574,0.6339423655403197,-1.6153296942031783
z72628,72628,803,471,112.893,0.12,35.839875,-93.281762,0.6255238222532027,-1.6280738789617308
z72629,72629,629,371,43.693,0.12,35.738502,-92.566795,0.6237545296305784,-1.6155953507686243
z72630,72630,197,161,0.849,1.799,36.478794,-92.904907,0.6366750624567523,-1.6214965184091272
z72631,72631,3709,2558,47.73,3.933,36.462434,-93.713362,0.6363895265911261,-1.6356067200133382
z72632,72632,4449,2734,99.261,3.561,36.373213,-93.743893,0.6348323263792043,-1.6361395864872648
z72633,72633,1833,850,94.525,0.021,36.128875,-92.872765,0.6305678237914664,-1.6209355346809513
z72634,72634,4670,2384,128.298,2.861,36.200113,-92.513515,0.6318111614440021,-1.6146654393431619
z72635,72635,3624,1580,29.167,0.219,36.318384,-92.513781,0.6338753798036283,-1.6146700819189719
z72636,72636,24,32,0.296,0.018,35.989702,-92.716224,0.6281387967115882,-1.618203378816587
z72638,72638,7186,3056,187.645,0.304,36.322765,-93.404544,0.6339518426781581,-1.6302168291239145
z72639,72639,683,434,63.83,0.13,36.021332,-92.48045,0.628690844353994,-1.6140883462259898
z72640,72640,385,200,22.234,0.146,36.001187,-93.062042,0.6283392477761799,-1.624239041529249
z72641,72641,2585,1463,137.718,0.751,35.986549,-93.243741,0.6280837664802728,-1.62741028732683
z72642,72642,1979,1222,8.573,1.632,36.375472,-92.540407,0.6348717533670067,-1.6151347932856082
z72644,72644,2268,1254,85.709,6.174,36.433124,-92.992763,0.6358779705873665,-1.6230298948767596
z72645,72645,1867,1192,172.359,0.393,35.804138,-92.575385,0.6249000939384176,-1.6157452745513707
z72648,72648,716,419,44.677,0.23,36.078547,-93.151902,0.6296894344855226,-1.625807394395091
z72650,72650,4362,2437,268.283,0.623,35.884317,-92.701437,0.6262994814793741,-1.6179452969800945
z72651,72651,1206,663,7.386,0.01,36.388396,-92.482359,0.6350973197195345,-1.6141216645614105
z72653,72653,28560,14766,221.816,10.751,36.342381,-92.38543,0.6342942064642294,-1.6124299343707449
z72655,72655,457,279,94.755,0.261,35.90072,-93.016516,0.6265857678365787,-1.623444462933986
z72658,72658,1685,975,74.565,1.343,36.167387,-92.319143,0.6312399849929944,-1.6112730079694755
z72660,72660,524,245,17.161,0.774,36.478646,-93.377872,0.6366724793694594,-1.6297513149058223
z72661,72661,580,418,25.726,7.262,36.449273,-92.578136,0.6361598238082711,-1.615793288559093
z72662,72662,2986,1424,117.387,1.034,36.431043,-93.180824,0.6358416502856326,-1.6263121785213528
z72663,72663,361,155,22.684,0.0,35.937773,-92.327794,0.62723246468432,-1.6114239964030654
z72666,72666,275,177,17.905,0.08,35.942186,-93.265263,0.6273094860642106,-1.6277859170884443
z72668,72668,521,411,27.982,4.649,36.434791,-92.780989,0.6359070652259973,-1.619333741306641
z72669,72669,107,59,1.712,0.0,36.064963,-92.876157,0.6294523489599317,-1.620994736249179
z72670,72670,99,58,16.848,0.107,35.981417,-93.388128,0.6279941961830605,-1.629930315873907
z72672,72672,279,146,7.027,0.028,36.288088,-92.844404,0.6333466148534441,-1.6204405418517933
z72675,72675,1399,893,172.732,1.274,35.99951,-92.795221,0.6283099786046239,-1.619582136565785
z72677,72677,525,246,0.846,0.0,36.253163,-92.685642,0.632737058612185,-1.6176696222247422
z72679,72679,48,34,7.032,0.014,35.730057,-92.832143,0.6236071365752476,-1.6202265470322066
z72680,72680,807,427,37.245,0.008,35.887334,-92.32953,0.6263521380629068,-1.61145429531888
z72682,72682,194,110,14.363,0.002,36.137542,-92.741396,0.6307190914777366,-1.6186427130958991
z72683,72683,211,102,10.295,0.071,35.92313,-93.102771,0.6269768961219506,-1.6249498966802935
z72685,72685,1365,632,51.177,0.097,36.065548,-92.984561,0.6294625591360559,-1.622886742971511
z72686,72686,182,128,28.649,0.052,35.780128,-92.843856,0.6244810403850136,-1.6204309774474925
z72687,72687,6461,3357,279.598,12.211,36.262223,-92.706768,0.6328951854424157,-1.6180383404825185
z72701,72701,39782,17819,126.555,1.837,35.992387,-94.085584,0.6281856588020043,-1.6421032194616967
z72703,72703,28261,14905,44.679,1.152,36.118332,-94.043243,0.6303838137284286,-1.64136422960311
z72704,72704,21336,10221,76.032,0.602,36.105701,-94.296796,0.6301633611906092,-1.6457895642814189
z72712,72712,40933,16890,99.992,0.6,36.346567,-94.25628,0.6343672659467179,-1.645082426681681
z72714,72714,11880,5539,18.952,0.336,36.467299,-94.220903,0.6364744368592355,-1.6444649815522028
z72715,72715,15051,8003,28.536,1.299,36.465817,-94.30454,0.6364485710797211,-1.6459247225786933
z72717,72717,1071,489,44.635,0.174,35.838873,-94.42464,0.6255063340540977,-1.6480208630103386
z72718,72718,1465,579,6.473,0.046,36.268458,-94.219446,0.6330040067212777,-1.6444395521050015
z72719,72719,8975,3519,8.506,0.021,36.367161,-94.295087,0.6347266990528736,-1.6457597366045023
z72721,72721,391,206,44.376,0.051,35.798415,-93.825719,0.6248002087453258,-1.637567719601002
z72722,72722,3138,1291,42.367,0.094,36.342698,-94.468192,0.6342997391579581,-1.6487809888061669
z72727,72727,5658,2523,155.426,0.699,35.916365,-93.900502,0.6268588245980532,-1.6388729291755204
z72729,72729,280,123,12.234,0.04,35.771526,-94.456211,0.6243309071627571,-1.6485718809084853
z72730,72730,7585,3115,20.702,0.105,36.030477,-94.268676,0.6288504547140888,-1.645298777695758
