zid,mid,ddist
z7847,m56899,74.028921
z7847,m63217,42.992673
z7847,m1495,58.706529
z7847,m10162,78.241196
z8330,m89263,78.515221
z8330,m90730,21.077532
z8330,m90658,46.172229
z8330,m88462,69.033097
z8330,m3898,13.303557
z8330,m69076,54.802454
z8330,m24580,97.6926
z8872,m89263,26.355459
z8872,m88462,31.193455
z8872,m69076,82.5299
z8872,m63217,40.820359
z8872,m1495,74.578835
z10014,m89263,54.205316
z10014,m71803,72.003251
z10014,m22096,71.691944
z10014,m88462,63.629653
z10014,m56899,69.254305
z10014,m63217,4.380046
z10014,m10162,45.426584
z10573,m62407,53.40499
z10573,m71803,66.141857
z10573,m22096,45.813698
z10573,m92485,61.12677
z10573,m56899,64.311918
z10573,m63217,33.691367
z10573,m10162,15.445424
z13068,m7732,49.838319
z13068,m41914,8.679934
z13068,m86302,49.891136
z13068,m27118,45.138268
z13659,m92674,31.258699
z13659,m86302,63.117643
z13659,m89785,72.286596
z13832,m7732,59.0924
z13832,m41914,56.220423
z13832,m86302,48.821756
z13832,m89785,50.112344
z14067,m75664,58.405164
z14067,m11350,33.586356
z14215,m11350,1.555913
z14543,m75664,15.19439
z14543,m11350,68.235256
z15133,m94726,62.854803
z15133,m93592,53.45035
z15133,m69697,17.166001
z15133,m58168,22.271186
z15133,m89650,36.627346
z15133,m59275,58.991738
z15133,m43291,68.407376
z15559,m21745,46.681132
z15559,m36190,100.163172
z15559,m89650,75.054184
z15559,m15184,70.000572
z15559,m1792,43.325728
z15559,m43291,24.939354
z15689,m21745,73.086922
z15689,m69697,38.485868
z15689,m58168,24.874732
z15689,m89650,26.489054
z15689,m59275,53.926942
z15689,m43291,41.682822
z17061,m95455,61.613303
z17061,m8434,54.101547
z17061,m48664,46.472351
z17061,m97750,59.643557
z17061,m47530,68.193003
z17061,m73693,65.371356
z17061,m37081,32.910304
z17061,m37945,69.919793
z17061,m15184,80.582523
z17061,m36784,70.577825
z17061,m84493,90.681669
z17111,m8434,83.480598
z17111,m48664,24.477675
z17111,m97750,32.296389
z17111,m47530,36.210406
z17111,m73693,60.678761
z17111,m199,77.47691
z17111,m37081,6.030407
z17111,m15184,60.251879
z17111,m36784,43.230658
z17111,m94294,72.456231
z17201,m97750,77.978356
z17201,m37081,55.618314
z17201,m36190,49.832727
z17201,m31519,57.827289
z17201,m15184,3.218081
z17201,m36784,40.17289
z17201,m1792,92.430829
z17201,m94294,59.759132
z17201,m84493,86.749011
z17814,m95455,38.084462
z17814,m8434,22.824828
z17814,m80227,30.034598
z17814,m37945,49.022459
z17814,m27118,81.849499
z19067,m89263,17.322586
z19067,m90730,68.997679
z19067,m71749,61.72515
z19067,m88462,8.878773
z19067,m3898,85.637999
z19067,m69076,42.75593
z19067,m63217,76.142826
z19067,m1495,75.77311
z19390,m90730,58.759345
z19390,m48664,56.156421
z19390,m97750,57.190383
z19390,m47530,35.068326
z19390,m71749,48.31161
z19390,m73693,44.954342
z19390,m199,42.296116
z19390,m69076,32.699038
z19390,m4843,70.370288
z19390,m24580,60.824783
z20064,m91261,31.165494
z20064,m92242,16.371267
z20064,m31600,58.422562
z20064,m199,62.79453
z20064,m31519,46.759425
z20064,m4843,34.142483
z20064,m49594,64.109351
z20064,m94294,51.410388
z20912,m91261,34.40408
z20912,m92242,22.444549
z20912,m31600,61.661149
z20912,m199,59.585148
z20912,m36190,78.553746
z20912,m31519,42.793213
z20912,m36784,78.400267
z20912,m4843,30.933101
z20912,m49594,74.959114
z20912,m94294,48.201006
z21640,m78364,59.030263
z21640,m90730,98.098356
z21640,m90658,73.405686
z21640,m199,86.658912
z21640,m4843,65.576409
z21640,m24580,20.766847
z21653,m91261,90.896042
z21653,m92242,95.842778
z21653,m78364,59.509962
z21653,m199,92.507879
z21653,m4843,64.612662
z21653,m24580,61.632566
z21653,m49594,107.98375
z22932,m15724,16.620437
z22932,m37162,55.46235
z22932,m84630,31.356876
z22932,m52201,78.703497
z23125,m90892,70.81084
z23125,m95411,55.965661
z23138,m90892,69.441338
z23138,m95411,54.596158
z23304,m90892,31.68496
z23304,m95411,44.719463
z24171,m8002,51.743443
z24171,m75421,75.734585
z24171,m96670,57.046225
z24171,m38809,74.201662
z24171,m35164,65.137721
z24352,m8002,46.581091
z24352,m75421,70.572233
z24352,m96670,63.591128
z24352,m35164,83.420947
z24630,m8002,91.800137
z24630,m6139,69.846472
z24630,m10351,74.002202
z26541,m94726,72.638914
z26541,m93592,77.187351
z26541,m69697,73.684681
z26541,m58168,58.89294
z26541,m89650,48.025779
z26541,m59275,13.590631
z28138,m96670,50.589557
z28138,m38809,47.470274
z28138,m32653,60.210247
z28138,m19558,14.690458
z28138,m15670,39.730474
z28138,m35164,65.089254
z28138,m38647,72.924123
z28138,m75745,67.13605
z28555,m95833,70.82451
z28555,m42400,15.588339
z28555,m33814,74.457046
z28555,m35380,61.09508
z28555,m61840,30.079337
z29168,m18964,52.934612
z29168,m85708,13.16437
z29168,m30061,63.660721
z29207,m18964,27.535443
z29207,m85708,37.463091
z29649,m83548,65.029602
z29649,m35461,54.714219
z29649,m2413,46.436933
z29649,m4222,65.742936
z29649,m55603,52.760628
z30286,m19099,52.190831
z30286,m52822,49.582936
z30286,m91783,55.798512
z30537,m35461,82.293158
z30537,m2413,77.149447
z30537,m32194,74.334014
z30537,m3358,82.363994
z31832,m19099,49.579207
z31832,m901,43.925972
z32092,m32167,73.088165
z32092,m67134,58.874299
z32092,m77230,19.759604
z32092,m42346,31.153687
z32204,m77230,46.067839
z32204,m42346,8.830306
z33068,m56602,4.163187
z34453,m84024,37.667522
z34453,m32167,63.676256
z34453,m98182,54.440816
z34453,m39758,8.103302
z34453,m65863,73.95125
z34453,m45937,36.638531
z34453,m48799,41.797155
z34453,m64567,28.698029
z35120,m32113,41.173298
z35120,m2629,43.182191
z35120,m7786,32.388352
z35243,m32113,65.563981
z35243,m2629,64.207528
z35243,m89110,58.356697
z35243,m7786,6.034757
z36026,m4033,58.174014
z36026,m58600,36.516121
z36765,m89110,49.792338
z37014,m60733,17.335014
z37014,m61273,24.323575
z40155,m51755,36.268815
z40155,m26750,11.690478
z41260,m40753,64.515107
z43525,m49852,69.061058
z43525,m87868,16.797527
z43525,m2602,59.007894
z43525,m58357,44.935701
z45711,m67672,37.960809
z45711,m61705,67.310656
z47229,m19126,36.943003
z47229,m51755,48.630374
z47229,m8380,63.62841
z47683,m28333,28.892518
z47683,m66484,56.452194
z47708,m28333,3.024214
z47708,m66484,41.359709
z47929,m45694,59.153295
z47929,m22204,77.838548
z47929,m46018,20.302682
z47929,m43885,76.454133
z48441,m71155,66.260538
z49228,m23824,81.395277
z49228,m83332,67.563554
z49228,m87868,29.037919
z49228,m42157,48.768318
z49228,m2602,44.889719
z49228,m58357,31.706708
z49338,m34300,65.285607
z49338,m60841,69.835908
z50073,m23743,21.839333
z50073,m2062,23.655601
z51062,m82252,71.965347
z51062,m82225,21.056406
z51534,m49933,74.788237
z51534,m65269,30.880906
z52003,m14752,67.246033
z52003,m24823,7.038271
z52209,m92593,52.164112
z52209,m14752,32.662998
z52209,m41590,47.53676
z52745,m22366,26.075221
z52745,m14752,58.798492
z52745,m41590,51.555789
z52745,m24823,71.747867
z54136,m93916,80.54959
z54136,m2764,7.663992
z54136,m34813,27.620571
z54136,m81118,65.992106
z54136,m30223,46.248036
z54136,m66160,26.22435
z54481,m93025,35.254116
z54485,m93025,57.082265
z54635,m26038,41.636219
z54635,m45910,52.687306
z54641,m93025,90.003753
z54641,m45910,69.087156
z54655,m24823,73.981076
z54655,m45910,52.93834
z54928,m2764,59.473922
z54928,m93025,45.79195
z54928,m34813,58.082672
z54928,m66160,60.451339
z55385,m53983,67.862433
z55385,m77338,69.384171
z55752,m24850,68.311063
z58250,m34219,66.499145
z58570,m7921,41.217415
z60051,m6760,60.681868
z60051,m75718,47.69956
z60051,m73153,47.462196
z60051,m22960,48.412894
z60051,m44506,34.276699
z60051,m76474,8.817879
z60051,m42562,61.74317
z60051,m16264,50.344737
z60051,m57466,74.002202
z60611,m56656,65.728023
z60611,m73153,75.422657
z60611,m22960,67.917735
z60611,m44506,62.23716
z60611,m76474,55.938942
z60611,m16264,22.596163
z60611,m43885,59.399979
z60637,m56656,55.406426
z60637,m22960,73.451046
z60637,m44506,70.053388
z60637,m76474,63.75517
z60637,m16264,22.063027
z60637,m43885,50.79026
z61060,m6760,35.152211
z61060,m53200,67.891016
z61060,m75718,40.018169
z61060,m22960,80.668272
z61060,m42562,45.435283
z61060,m24823,62.263879
z61424,m22366,72.649477
z61424,m8407,72.597282
z61424,m68509,32.753097
z61743,m8407,33.483208
z61743,m68509,50.247803
z61743,m43885,60.311531
z62219,m1765,60.255607
z62219,m77770,55.601537
z62280,m13591,38.017354
z62280,m13537,61.24483
z62474,m15211,64.203178
z62474,m22204,66.04368
z62474,m22717,67.869268
z62474,m87139,46.468623
z62871,m13591,52.006283
z62871,m28333,46.428855
z62943,m13591,39.818087
z62943,m13537,63.248131
z63049,m1765,59.050769
z63049,m77770,24.652902
z63106,m1765,21.789624
z63106,m77770,9.668536
z63109,m1765,31.160523
z63109,m77770,7.8852
z66217,m88084,63.562545
z66217,m43912,13.865898
z66217,m77743,57.60608
z66217,m48232,36.160075
z66217,m48826,28.886304
z68740,m82225,69.686779
z69145,m16237,65.27318
z70358,m40375,77.688176
z70358,m62677,101.342535
z70662,m1279,62.089274
z70662,m46531,53.322347
z70750,m5680,51.196637
z70750,m46045,51.07112
z71631,m69454,61.364755
z71853,m87193,17.961356
z72628,m29494,83.029483
z72928,m30925,30.055725
z74006,m88948,48.499264
z74834,m65080,43.487284
z74834,m63433,63.95463
z75247,m22042,9.37152
z75247,m52687,40.146793
z75247,m23500,25.916771
z75410,m89326,43.223823
z75410,m51256,56.040225
z75420,m52687,66.22512
z75420,m89326,67.329297
z75460,m81631,60.96832
z75556,m81739,59.035856
z75556,m87193,27.892731
z76259,m22042,42.924943
z76259,m52687,40.105161
z76259,m81631,69.773771
z76259,m23500,27.523016
z78059,m78580,35.891021
z78144,m78580,60.417785
z78144,m90514,70.791577
z78203,m79201,48.357592
z78203,m78580,9.234197
z78516,m36892,32.183921
z78516,m52390,10.711197
z78516,m10972,53.591401
z78940,m18748,67.65676
z79927,m27253,14.526416
z79927,m47935,64.46229
z80014,m30628,68.864705
z80014,m9298,39.92807
z80014,m34786,63.713538
z80014,m51175,48.405437
z80014,m46126,33.677076
z80014,m18856,63.133177
z80014,m23527,10.908171
z80921,m72613,64.76117
z80921,m18856,18.018522
z80921,m23527,54.780084
z83281,m70426,55.216287
z83281,m50959,48.072382
z83323,m70426,72.036184
z83520,m49312,52.941447
z85360,m72112,120.665315
z85360,m46747,128.422513
z86017,m72112,76.669749
z86017,m29818,26.809681
z92123,m60799,67.579709
z92123,m78661,11.738945
z92543,m41347,62.972242
z92543,m60799,22.554532
z92543,m90541,84.753167
z92543,m75340,40.079685
z92543,m78661,73.60701
z92543,m57709,62.049506
z92543,m38215,6.77481
z92673,m60799,48.500507
z92673,m51445,52.066556
z92673,m75340,61.746898
z92673,m78661,56.944942
z92673,m57709,11.980658
z92673,m38215,65.463941
z93405,m3196,18.359033
z93405,m51040,60.427106
z93405,m79147,6.81085
z93405,m27261,19.790051
z93405,m79417,37.213299
z93449,m3196,7.738557
z93449,m51040,49.806629
z93449,m79147,10.663972
z93449,m27261,25.188524
z93449,m79417,26.592823
z95631,m14158,150.742787
z95631,m96994,70.378365
z95631,m77068,49.318853
z95631,m97939,62.734257
z95746,m85087,67.922706
z95746,m28657,64.416309
z95746,m22420,37.68927
z95746,m96994,37.824729
z95746,m89866,55.11811
z95746,m77068,16.765216
z95746,m97939,42.541557
z95746,m50851,55.58911
z95914,m96994,78.505279
z95914,m77068,80.365043
z95914,m97939,34.946537
z95914,m16318,48.296076
z97231,m78229,62.461475
z97231,m51283,47.211162
z97231,m71317,18.05394
z97525,m34516,15.864228
z97525,m55981,18.784051
z97526,m34516,12.896559
z97526,m55981,39.802553
z97886,m91405,28.543307
z97886,m44479,80.822994
z98050,m9946,78.29277
z98050,m65242,69.771907
z98050,m55333,52.71154
z98050,m80389,27.734282
z98166,m9946,62.938067
z98166,m65242,54.417204
z98166,m55333,48.575693
z98166,m80389,5.526475
z705,m3034,77.138884
z705,m79093,27.677116
z705,m78985,68.181818
z705,m35866,28.18229
z705,m70642,33.523597
z705,m30115,53.731831
z705,m55738,74.932395
z705,m97561,51.263123
z705,m631,100.923109
z705,m43453,22.990734
z705,m28981,57.808647
z720,m3034,49.937739
z720,m79093,36.799466
z720,m78985,75.792373
z720,m35866,43.76628
z720,m70642,42.457051
z720,m30115,33.070618
z720,m55738,82.794605
z720,m97561,60.196577
z720,m631,75.696681
z720,m43453,17.638864
z720,m28981,83.433995
z1463,m97291,40.047995
z1463,m53740,29.952577
z1463,m71506,64.370327
z1463,m9271,38.81768
z1463,m24607,73.562893
z1463,m61165,18.346606
z1463,m49096,18.238487
z1532,m97291,5.52399
z1532,m53740,71.664604
z1532,m72505,54.289822
z1532,m9271,43.774358
z1532,m83926,61.452368
z1532,m61165,50.437321
z1532,m61786,69.87754
z1532,m49096,37.093996
z2030,m97291,25.566939
z2030,m53740,75.38351
z2030,m72505,46.375418
z2030,m9271,17.719021
z2030,m61165,55.424446
z2030,m61786,54.195995
z2030,m5167,71.581961
z2030,m49096,48.041314
z3034,m97291,81.765614
z3034,m53740,14.157943
z3034,m71506,39.188017
z3034,m9271,60.274248
z3034,m24607,37.260524
z3034,m61165,27.783991
z3034,m49096,76.618175
z3452,m97291,61.201956
z3452,m53740,43.710978
z3452,m9271,71.548407
z3452,m83926,80.373742
z3452,m61165,44.471536
z3452,m49096,26.830187
z3847,m49339,65.25081
z3847,m71263,59.493185
z3847,m24607,74.137661
z4072,m49339,48.474409
z4072,m71263,15.660418
z4072,m71506,44.290096
z4072,m24607,40.418332
z5850,m11755,80.312227
z6905,m62407,42.666453
z6905,m71803,64.169624
z6905,m22096,34.727815
z6905,m92485,50.388233
z6905,m56899,76.680312
z6905,m63217,41.972381
z6905,m10162,4.684517
z7424,m89263,57.734704
z7424,m71803,66.885017
z7424,m25849,64.587807
z7424,m22096,82.396306
z7424,m88462,59.39563
z7424,m56899,64.13607
z7424,m63217,23.462976
z7424,m10162,54.02574
z7626,m89263,63.954009
z7626,m71803,62.20547
z7626,m22096,66.65076
z7626,m56899,59.456524
z7626,m63217,22.217127
z7626,m10162,42.709949
z8611,m89263,17.139282
z8611,m90730,69.136244
z8611,m71749,67.071428
z8611,m88462,5.054855
z8611,m3898,85.776565
z8611,m69076,48.102208
z8611,m63217,71.278111
z8611,m1495,81.119388
z8887,m89263,36.032694
z8887,m25849,52.359844
z8887,m71749,64.25848
z8887,m88462,31.345691
z8887,m69076,60.693053
z8887,m63217,56.032769
z8887,m1495,46.73457
z10004,m89263,54.985137
z10004,m71803,86.672582
z10004,m88462,64.409474
z10004,m56899,83.923636
z10004,m63217,6.748091
z10004,m10162,51.930476
z10913,m62407,71.87587
z10913,m71803,51.440214
z10913,m45262,77.934239
z10913,m22096,58.905989
z10913,m92485,80.835421
z10913,m56899,48.691268
z10913,m63217,32.507034
z10913,m10162,34.965178
z10923,m62407,80.985172
z10923,m71803,37.406546
z10923,m45262,69.300908
z10923,m22096,68.015291
z10923,m92485,89.944723
z10923,m56899,37.714125
z10923,m63217,44.06081
z10923,m10162,44.07448
z12422,m970,48.485594
z12422,m71803,84.717748
z12422,m45262,46.914146
z12422,m79633,72.581748
z12422,m69778,82.895267
z12472,m71803,28.414683
z12472,m45262,10.854112
z12472,m22096,72.551922
z12472,m92485,94.481354
z12472,m56899,45.630394
z12472,m10162,86.099057
z13035,m7732,82.570911
z13035,m41914,60.335143
z13035,m86302,25.049337
z13035,m89785,36.353322
z14626,m75664,13.478163
z14626,m11350,71.841695
z14779,m11350,74.678875
z15662,m21745,82.406869
z15662,m69697,32.515112
z15662,m58168,29.579133
z15662,m89650,36.328467
z15662,m1792,70.051524
z15662,m59275,63.766354
z15662,m43291,44.447924
z16145,m27766,60.160537
z16145,m97831,45.066188
z19054,m89263,17.948307
z19054,m90730,67.686585
z19054,m71749,63.670042
z19054,m88462,9.504494
z19054,m3898,86.14131
z19054,m69076,44.700822
z19054,m63217,76.768547
z19054,m1495,77.718002
z19440,m89263,62.83554
z19440,m25849,66.521514
z19440,m90730,74.841053
z19440,m48664,84.113154
z19440,m47530,79.625611
z19440,m71749,35.267786
z19440,m88462,45.242037
z19440,m73693,43.903603
z19440,m69076,29.562356
z19440,m1495,30.812555
z19542,m48664,39.984615
z19542,m97750,67.409454
z19542,m47530,42.166249
z19542,m71749,10.578845
z19542,m88462,72.494756
z19542,m73693,14.518338
z19542,m199,81.952647
z19542,m69076,42.663346
z19542,m37081,73.182614
z19542,m37945,78.530755
z19542,m1495,46.108849
z23669,m90892,15.286974
z23669,m95411,32.758689
z24440,m15724,47.163316
z24440,m37162,35.22429
z24440,m84630,15.675331
z24440,m52201,73.264013
z24448,m8002,68.831151
z24448,m75421,43.374195
z24448,m84630,66.596079
z24448,m52201,79.925112
z25431,m21745,33.333458
z25431,m96103,49.392796
z25431,m36190,65.695712
z25431,m15184,92.163018
z25431,m43291,96.250398
z26351,m15481,89.333915
z26351,m67672,59.344677
z29063,m18964,14.17472
z29063,m85708,62.864745
z29063,m75745,85.549143
z29576,m60895,22.315925
z30646,m2413,63.007039
z30646,m32194,49.435671
z30646,m3763,15.112369
z32709,m87787,19.029493
z32709,m67134,67.964338
z32709,m45451,41.675366
z32709,m67105,34.634609
z32709,m23311,64.291413
z32709,m96697,68.065622
z32709,m65863,38.725717
z32709,m48799,74.760275
z33024,m56602,13.822402
z33178,m56602,37.692998
z34109,m63838,65.174382
z34109,m8974,3.658634
z34109,m13510,30.729912
z34773,m80400,72.736469
z34773,m87787,72.238751
z34773,m45451,31.238815
z34773,m80416,97.444673
z34773,m67105,42.611772
z34773,m46828,86.299759
z34773,m23311,82.508152
z34773,m96697,75.428249
z34773,m65863,53.144635
z37134,m42265,72.660662
z37134,m17317,67.660488
z37777,m45640,15.128524
z37777,m59410,62.944902
z38368,m42265,40.618413
z38376,m42265,61.57105
z38376,m29953,67.177682
z39114,m37594,56.935621
z39114,m42211,37.878167
z39666,m36514,57.700529
z40014,m51755,21.711331
z40014,m49582,76.048377
z40014,m26750,60.20714
z40370,m16885,69.796762
z40370,m49582,31.356254
z41812,m10351,94.160726
z41812,m45235,86.863343
z42048,m17317,65.643517
z43435,m49852,75.250537
z43435,m87868,35.682862
z43435,m54091,74.271877
z43435,m58357,52.775541
z43437,m49852,52.588508
z43437,m87868,37.31769
z43437,m58357,59.027156
z43701,m19234,61.108129
z43701,m67672,86.194126
z43701,m61705,34.946537
z44718,m17668,50.510021
z44718,m766,19.028871
z44718,m13375,2.452552
z44718,m93592,69.756994
z44718,m97831,62.818142
z44718,m51364,70.639963
z44718,m54091,77.168088
z44811,m87868,58.251064
z44811,m51364,46.361126
z44811,m54091,49.704724
z44811,m58357,72.348112
z45874,m49852,40.475498
z45874,m31087,39.160055
z45874,m60625,70.6207
z45876,m49852,20.274099
z45876,m31087,51.068634
z46570,m45694,58.331221
z46570,m56656,60.759539
z46570,m83116,45.06681
z46570,m31087,60.520311
z46570,m26794,39.719911
z46818,m31087,9.398239
z46818,m26794,55.213801
z46946,m45694,59.910125
z46946,m83116,72.624001
z46946,m31087,38.817058
z46946,m26794,51.657073
z47396,m45694,54.98638
z47396,m41212,48.740978
z47396,m60625,9.429308
z47396,m2386,14.668088
z47977,m45694,71.829267
z47977,m22204,74.294247
z47977,m46018,33.007859
z47977,m43885,62.483223
z48310,m29872,52.110674
z48310,m23824,17.044212
z48310,m83332,49.916612
z48310,m71155,46.110713
z48310,m2602,55.404562
z48310,m58357,58.763695
z48631,m56980,18.89217
z48631,m29872,59.076866
z48631,m77149,23.364178
z48631,m5869,9.721352
z48746,m56980,52.61212
z48746,m29872,25.670087
z48746,m23824,75.035542
z48746,m83332,68.705013
z48746,m77149,31.736534
z48746,m71155,76.459104
z48746,m5869,32.884828
z48759,m56980,48.537789
z48759,m29872,68.220965
z48759,m77149,48.506721
z48759,m5869,32.498335
z50072,m23743,30.424198
z50072,m2062,68.117196
z50256,m23743,59.273841
z52078,m14752,54.999428
z52078,m41590,68.836743
z52078,m24823,27.283788
z53706,m6760,54.491768
z53706,m53200,5.912968
z53706,m75718,70.685944
z53706,m42562,39.892031
z53955,m53200,23.41016
z53955,m42562,61.961271
z53955,m30223,72.194012
z54006,m57628,70.442367
z55003,m57628,33.21664
z55308,m77338,26.539385
z55308,m57628,50.698918
z55319,m77338,19.790051
z55319,m57628,56.284424
z55411,m77338,66.835928
z55411,m57628,5.311481
z57016,m82252,36.117822
z58219,m29089,55.904145
z58219,m34219,43.898632
z58231,m34219,50.360892
z60428,m56656,52.021818
z60428,m22960,73.823247
z60428,m16264,23.095746
z60428,m43885,36.653444
z60546,m56656,74.697517
z60546,m22960,57.985738
z60546,m44506,63.673149
z60546,m76474,53.435437
z60546,m16264,5.380453
z60546,m43885,58.175878
z61451,m22366,78.384112
z61451,m8407,67.841928
z61451,m68509,29.537501
z61467,m22366,45.019586
z61467,m68509,57.170499
z62061,m1765,31.516568
z62061,m77770,38.235455
z62214,m13591,91.792681
z62214,m1765,64.460426
z62214,m77770,53.199937
z62510,m83899,60.117041
z62510,m15211,78.303334
z62510,m22717,25.867061
z62827,m28333,44.715735
z62827,m66484,81.26541
z63012,m1765,54.808046
z63012,m77770,36.221591
